,rank,username,language,solved easy,solved easy beats,solved medium,solved medium beats,solved hard,solved hard beats,subs,recent,active_days,adv_skills,int_skills,fund_skills
3021,"307,332",aayushgarg7009,"C++_259,JavaScript_2",56.0,80.0,171.0,92.7,27.0,83.5,685,"Maximum Prime Difference,Latest Time You Can Obtain After Replacing Characters,Lexicographically Smallest String After Operations With Constraint,Longest Strictly Increasing or Strictly Decreasing Subarray,Shortest Subarray With OR at Least K I,Minimum Levels to Gain More Points,Shortest Subarray With OR at Least K I,Minimum Size Subarray Sum,Subarray Product Less Than K,Most Frequent IDs,Apply Operations to Make Sum of Array Greater Than or Equal to k,Maximum Length Substring With Two Occurrences,Longest Subarray of 1's After Deleting One Element,Longest Palindromic Substring,Count Substrings Starting and Ending with Given Character",142.0,"Dynamic Programming-55,Backtracking-18,Divide and Conquer-14,Union Find-9,Monotonic Stack-8,Trie-4,Binary Indexed Tree-4,Segment Tree-4","Depth-First Search-45,Tree-39,Binary Tree-39,Breadth-First Search-38,Hash Table-37,Binary Search-28,Math-27,Bit Manipulation-18","Array-129,String-48,Two Pointers-30,Linked List-22,Matrix-19,Sorting-18,Stack-14,Simulation-5"
3023,"135,096",Neetesh Shakya,"C++_419,Python3_1",215.0,98.4,191.0,93.8,14.0,71.0,562,"Count the Number of Special Characters I,Length of Last Word,Combination Sum II,Combination Sum,Sum of Left Leaves,Maximum Prime Difference,Latest Time You Can Obtain After Replacing Characters,Minimum Time to Visit Disappearing Nodes,Minimum Rectangles to Cover Points,Score of a String,Trapping Rain Water,Pow(x, n),Remove K Digits,Bag of Tokens,Reveal Cards In Increasing Order",174.0,"Dynamic Programming-38,Divide and Conquer-13,Monotonic Stack-8,Backtracking-6,Quickselect-3,Trie-3,Union Find-2,Data Stream-1","Hash Table-80,Math-72,Binary Search-41,Tree-40,Binary Tree-40,Greedy-33,Depth-First Search-32,Bit Manipulation-29","Array-215,String-95,Sorting-59,Two Pointers-52,Linked List-34,Stack-28,Matrix-25,Simulation-21"
3024,"18,074",prabhjeetkalsi,"C++_885,Python3_1",224.0,98.6,544.0,99.5,117.0,98.3,"1,327","Minimum Number of Operations to Satisfy Conditions,Count the Number of Special Characters II,Count the Number of Special Characters I,Stone Game VI,Online Election,Couples Holding Hands,Count Subarrays With Median K,Count Number of Rectangles Containing Each Point,Three Equal Parts,Lexicographically Smallest String After Applying Operations,Minimum Area Rectangle II,Pyramid Transition Matrix,Maximum Prime Difference,Latest Time You Can Obtain After Replacing Characters,Minimum Time to Visit Disappearing Nodes",181.0,"Dynamic Programming-174,Backtracking-46,Union Find-32,Divide and Conquer-20,Monotonic Stack-14,Trie-12,Topological Sort-12,Shortest Path-9","Hash Table-186,Math-129,Greedy-117,Depth-First Search-109,Breadth-First Search-99,Binary Search-87,Tree-72,Binary Tree-62","Array-524,String-199,Sorting-112,Matrix-89,Two Pointers-71,Stack-52,Simulation-42,Linked List-31"
3025,"100,119",Poojitha_T,"Python_411,Python3_142,C++_4",315.0,99.6,158.0,91.9,16.0,73.8,797,"Find Edges in Shortest Paths,Count the Number of Special Characters II,Count the Number of Special Characters I,Increasing Triplet Subsequence,Largest Number,Find All Groups of Farmland,Remove Duplicate Letters,Number of Islands,Maximize the Topmost Element After K Moves,DI String Match,Island Perimeter,Partition Array Into Three Parts With Equal Sum,Smallest String Starting From Leaf,Add One Row to Tree,Kth Smallest Amount With Single Denomination Combination",180.0,"Dynamic Programming-29,Divide and Conquer-12,Backtracking-8,Trie-8,Monotonic Stack-7,Union Find-4,Quickselect-2,Binary Indexed Tree-2","Hash Table-153,Math-78,Greedy-50,Binary Search-37,Bit Manipulation-29,Sliding Window-19,Depth-First Search-12,Breadth-First Search-12","Array-321,String-125,Sorting-108,Two Pointers-54,Simulation-37,Matrix-29,Linked List-18,Stack-17"
3026,"156,496",sahil_195,"C++_397,C_13,Python3_2",167.0,96.8,203.0,94.4,21.0,79.1,659,"Minimum Number of Operations to Satisfy Conditions,Count the Number of Special Characters II,Count the Number of Special Characters I,Number of Islands,Number of Provinces,Island Perimeter,Smallest String Starting From Leaf,Maximum Prime Difference,Latest Time You Can Obtain After Replacing Characters,Reveal Cards In Increasing Order,Time Needed to Buy Tickets,Number of Students Unable to Eat Lunch,Minimize Manhattan Distances,Maximum Nesting Depth of the Parentheses,Isomorphic Strings",156.0,"Dynamic Programming-47,Backtracking-11,Monotonic Stack-11,Divide and Conquer-7,Trie-6,Game Theory-3,Shortest Path-3,Union Find-2","Hash Table-82,Math-59,Depth-First Search-38,Tree-32,Binary Tree-30,Greedy-30,Bit Manipulation-26,Binary Search-25","Array-217,String-91,Sorting-55,Two Pointers-52,Linked List-36,Simulation-33,Stack-30,Matrix-27"
3027,"113,894",Vishnu Sandeep,"C++_431,MySQL_22,JavaScript_5",286.0,99.4,159.0,92.0,12.0,67.7,879,"Find All Groups of Farmland,Number of Islands,Sum of Values at Indices With K Set Bits,Island Perimeter,Smallest String Starting From Leaf,Root Equals Sum of Children,Find a Corresponding Node of a Binary Tree in a Clone of That Tree,Binary Search Tree to Greater Sum Tree,Subarrays with K Different Integers,Count Subarrays With Fixed Bounds,Word Search,Add One Row to Tree,Sum Root to Leaf Numbers,Maximum Prime Difference,Latest Time You Can Obtain After Replacing Characters",164.0,"Dynamic Programming-23,Divide and Conquer-9,Trie-6,Monotonic Stack-6,Game Theory-3,Backtracking-3,Data Stream-2,Rolling Hash-2","Hash Table-92,Math-68,Tree-35,Binary Tree-35,Greedy-35,Bit Manipulation-34,Depth-First Search-33,Binary Search-30","Array-223,String-110,Sorting-57,Two Pointers-56,Linked List-36,Simulation-33,Stack-31,Matrix-22"
3029,"36,383",Venkat Reddy Thandram,"C++_679,Python3_17,Pandas_17",299.0,99.5,395.0,98.7,23.0,80.7,"1,191","Count the Number of Special Characters II,Count the Number of Special Characters I,Intersection of Two Arrays II,Search Insert Position,Island Perimeter,Smallest String Starting From Leaf,Add One Row to Tree,Sum Root to Leaf Numbers,Maximum Prime Difference,Latest Time You Can Obtain After Replacing Characters,Sum of Left Leaves,Minimum Rectangles to Cover Points,Score of a String,Trapping Rain Water,Guess Number Higher or Lower",367.0,"Dynamic Programming-49,Backtracking-22,Divide and Conquer-9,Rolling Hash-6,Trie-6,Game Theory-5,Monotonic Stack-4,Data Stream-3","Math-159,Hash Table-134,Greedy-109,Binary Search-61,Bit Manipulation-53,Tree-30,Binary Tree-30,Depth-First Search-27","Array-423,String-150,Sorting-131,Two Pointers-76,Simulation-67,Matrix-37,Stack-31,Linked List-27"
3030,"522,576",Shrikant Kale,"Python_111,C++_54,Java_1",74.0,85.8,78.0,82.2,15.0,72.5,550,"Count the Number of Special Characters II,Count the Number of Special Characters I,Find All Groups of Farmland,Number of Islands,Longest Valid Parentheses,Island Perimeter,Smallest String Starting From Leaf,Add One Row to Tree,Sum Root to Leaf Numbers,Sudoku Solver,Valid Sudoku,Largest Rectangle in Histogram,Maximum Prime Difference,Latest Time You Can Obtain After Replacing Characters,Sum of Left Leaves",90.0,"Dynamic Programming-9,Backtracking-5,Trie-4,Monotonic Stack-4,Divide and Conquer-3,Union Find-2,Rolling Hash-1,Monotonic Queue-1","Hash Table-42,Math-25,Greedy-22,Sliding Window-12,Depth-First Search-11,Binary Search-9,Breadth-First Search-9,Tree-8","Array-90,String-48,Sorting-28,Two Pointers-22,Simulation-14,Stack-14,Linked List-12,Matrix-10"
3033,"12,359",Nayan Agarwalla,C++_986,198.0,98.0,711.0,99.8,74.0,95.6,"2,729","Count the Number of Complete Components,Min Cost to Connect All Points,Find if Path Exists in Graph,Minimum Number of Operations to Satisfy Conditions,Count the Number of Special Characters II,Count the Number of Special Characters I,Island Perimeter,Count Number of Texts,The Number of Beautiful Subsets,Ugly Number III,The Latest Time to Catch a Bus,Ugly Number,Minimum Absolute Sum Difference,Count the Number of Fair Pairs,Integer Replacement",198.0,"Dynamic Programming-223,Backtracking-33,Union Find-33,Monotonic Stack-33,Divide and Conquer-16,Topological Sort-15,Trie-13,Shortest Path-10","Hash Table-221,Greedy-152,Binary Search-131,Math-122,Depth-First Search-108,Breadth-First Search-98,Tree-63,Graph-62","Array-616,String-201,Sorting-193,Two Pointers-89,Stack-85,Matrix-80,Simulation-44,Linked List-35"
3036,"138,489",nish434,"C++_405,JavaScript_13",146.0,95.6,234.0,95.6,38.0,88.7,656,"Find if Path Exists in Graph,Find Edges in Shortest Paths,Minimum Number of Operations to Satisfy Conditions,Count the Number of Special Characters II,Count the Number of Special Characters I,Find All Groups of Farmland,Number of Islands,Island Perimeter,Smallest String Starting From Leaf,Add One Row to Tree,Valid Sudoku,Container With Most Water,Sum Root to Leaf Numbers,Ransom Note,Longest Common Prefix",203.0,"Dynamic Programming-64,Backtracking-25,Divide and Conquer-13,Monotonic Stack-10,Trie-8,Union Find-6,Quickselect-2,Topological Sort-2","Hash Table-83,Math-59,Depth-First Search-50,Tree-48,Binary Tree-46,Greedy-43,Breadth-First Search-35,Binary Search-29","Array-203,String-110,Two Pointers-55,Sorting-51,Stack-34,Matrix-30,Linked List-25,Simulation-19"
3038,"25,329",Dinesh,"C++_760,Python3_34,JavaScript_32",268.0,99.2,446.0,99.1,89.0,96.9,"1,017","Find if Path Exists in Graph,Count the Number of Special Characters II,Count the Number of Special Characters I,Find All Groups of Farmland,Number of Islands,Island Perimeter,Smallest String Starting From Leaf,Add One Row to Tree,Word Ladder,Course Schedule,Find the Number of Subarrays Where Boundary Elements Are Maximum,Minimum Time to Visit Disappearing Nodes,Minimum Rectangles to Cover Points,Score of a String,Sum Root to Leaf Numbers",291.0,"Dynamic Programming-143,Backtracking-29,Union Find-20,Divide and Conquer-18,Monotonic Stack-14,Trie-10,Topological Sort-6,Game Theory-5","Hash Table-157,Math-109,Depth-First Search-93,Greedy-89,Tree-79,Breadth-First Search-79,Binary Tree-73,Binary Search-71","Array-411,String-177,Sorting-106,Two Pointers-71,Matrix-57,Stack-48,Linked List-43,Simulation-38"
3040,"10,967",Ved,"C++_1017,C_1",292.0,99.4,588.0,99.7,136.0,98.8,"1,158","Minimum Number of Operations to Satisfy Conditions,Count the Number of Special Characters II,Count the Number of Special Characters I,Find All Groups of Farmland,Number of Islands,Island Perimeter,Smallest String Starting From Leaf,Finding Pairs With a Certain Sum,Sum of Beauty of All Substrings,Add One Row to Tree,Sum Root to Leaf Numbers,Sum of Left Leaves,Latest Time You Can Obtain After Replacing Characters,Maximum Prime Difference,Minimum Time to Visit Disappearing Nodes",347.0,"Dynamic Programming-203,Backtracking-44,Union Find-34,Divide and Conquer-19,Monotonic Stack-17,Trie-12,Topological Sort-10,Bitmask-9","Hash Table-219,Math-130,Depth-First Search-122,Breadth-First Search-113,Tree-98,Greedy-97,Binary Tree-89,Binary Search-76","Array-598,String-219,Sorting-157,Matrix-90,Two Pointers-85,Simulation-67,Stack-52,Linked List-47"
3041,"36,665",user9102V,"C++_721,Python3_2,Python_1",186.0,97.6,444.0,99.1,91.0,97.0,"1,328","Sudoku Solver,Count the Number of Special Characters II,Count the Number of Special Characters I,Find Edges in Shortest Paths,Minimum Number of Operations to Satisfy Conditions,Count the Number of Special Characters II,Count the Number of Special Characters I,Word Search,Spiral Matrix,Multiply Strings,The Skyline Problem,Range Sum Query - Mutable,Range Sum Query - Immutable,Reverse Nodes in k-Group,Number of Connected Components in an Undirected Graph",203.0,"Dynamic Programming-128,Backtracking-22,Monotonic Stack-20,Trie-17,Union Find-16,Divide and Conquer-14,Rolling Hash-9,Segment Tree-8","Hash Table-155,Math-105,Greedy-91,Depth-First Search-82,Tree-63,Binary Search-61,Binary Tree-58,Breadth-First Search-52","Array-414,String-166,Sorting-109,Two Pointers-63,Matrix-55,Stack-45,Simulation-38,Linked List-37"
3042,"164,711",MRITYUNJAY KUMAR,"C++_378,C_3,Python3_2",246.0,99.0,122.0,88.8,12.0,67.7,927,"Find if Path Exists in Graph,Count the Number of Special Characters II,Count the Number of Special Characters I,Find All Groups of Farmland,Number of Islands,Island Perimeter,Smallest String Starting From Leaf,Add One Row to Tree,Sum Root to Leaf Numbers,Sum of Left Leaves,Maximum Prime Difference,Latest Time You Can Obtain After Replacing Characters,Minimum Rectangles to Cover Points,Score of a String,Maximal Rectangle",216.0,"Dynamic Programming-14,Divide and Conquer-5,Backtracking-4,Monotonic Stack-4,Trie-3,Union Find-3,Game Theory-2,Rolling Hash-2","Hash Table-74,Math-62,Greedy-44,Bit Manipulation-31,Binary Search-25,Depth-First Search-23,Tree-20,Binary Tree-20","Array-207,String-113,Sorting-65,Two Pointers-57,Simulation-32,Matrix-22,Stack-21,Linked List-20"
3044,"43,611",ZacYoutubeLOL,"JavaScript_628,Java_87,Python3_25",196.0,97.9,406.0,98.8,69.0,95.1,932,"Find if Path Exists in Graph,Find All Groups of Farmland,Count the Number of Good Partitions,Number of Islands,Island Perimeter,Smallest String Starting From Leaf,Add One Row to Tree,Generate Parentheses,Merge Two Sorted Lists,Sum of Left Leaves,Maximum Prime Difference,Latest Time You Can Obtain After Replacing Characters,Maximal Rectangle,Remove Nth Node From End of List,Letter Combinations of a Phone Number",219.0,"Dynamic Programming-110,Backtracking-41,Divide and Conquer-19,Monotonic Stack-15,Union Find-14,Trie-11,Game Theory-7,Bitmask-6","Hash Table-138,Math-106,Depth-First Search-101,Tree-88,Binary Tree-85,Breadth-First Search-74,Greedy-56,Bit Manipulation-46","Array-331,String-168,Sorting-81,Two Pointers-68,Matrix-55,Stack-44,Simulation-39,Linked List-38"
3045,"81,473",Varun Parekh,C++_533,230.0,98.7,260.0,96.4,43.0,90.3,"1,021","Find if Path Exists in Graph,Count the Number of Special Characters II,Count the Number of Special Characters I,Find All Groups of Farmland,Balanced Binary Tree,Number of Islands,Island Perimeter,Smallest String Starting From Leaf,Top K Frequent Elements,Number of Substrings Containing All Three Characters,Trapping Rain Water,Add One Row to Tree,Maximum Depth of Binary Tree,Binary Tree Level Order Traversal,Binary Tree Inorder Traversal",237.0,"Dynamic Programming-61,Union Find-15,Backtracking-14,Monotonic Stack-8,Game Theory-7,Divide and Conquer-7,Quickselect-3,Shortest Path-3","Hash Table-118,Math-98,Greedy-81,Binary Search-41,Depth-First Search-34,Breadth-First Search-32,Bit Manipulation-29,Sliding Window-25","Array-310,String-116,Sorting-90,Two Pointers-60,Simulation-45,Stack-35,Matrix-34,Linked List-22"
3046,"223,094",DHRUV SINGH NEGI,Java_317,109.0,92.2,172.0,92.8,36.0,88.0,828,"Count the Number of Special Characters II,Count the Number of Special Characters I,Island Perimeter,Maximum Prime Difference,Latest Time You Can Obtain After Replacing Characters,Find the Number of Subarrays Where Boundary Elements Are Maximum,Minimum Time to Visit Disappearing Nodes,Minimum Rectangles to Cover Points,Score of a String,Maximal Rectangle,Reveal Cards In Increasing Order,Lexicographically Smallest String After Operations With Constraint,Minimum Operations to Make Median of Array Equal to K,Lexicographically Smallest String After Operations With Constraint,Longest Strictly Increasing or Strictly Decreasing Subarray",156.0,"Dynamic Programming-54,Backtracking-12,Divide and Conquer-12,Union Find-11,Monotonic Stack-11,Shortest Path-5,Trie-4,Topological Sort-4","Hash Table-57,Depth-First Search-43,Math-40,Binary Search-39,Tree-36,Binary Tree-36,Breadth-First Search-35,Greedy-25","Array-168,String-54,Sorting-38,Two Pointers-37,Stack-28,Matrix-26,Linked List-25,Simulation-12"
3047,708,wenboz,"Java_2009,Python3_107,Python_16",404.0,99.8,1083.0,99.97,546.0,99.98,"1,349","Find Edges in Shortest Paths,Minimum Number of Operations to Satisfy Conditions,Count the Number of Special Characters II,Count the Number of Special Characters I,Minimum Sum of Values by Dividing Array,Find if Path Exists in Graph,Find All Groups of Farmland,Number of Islands,Island Perimeter,Smallest String Starting From Leaf,Add One Row to Tree,Sum Root to Leaf Numbers,Kth Smallest Amount With Single Denomination Combination,Minimum Sum of Values by Dividing Array,Maximum Prime Difference",366.0,"Dynamic Programming-416,Union Find-71,Backtracking-64,Monotonic Stack-53,Divide and Conquer-40,Trie-40,Segment Tree-37,Bitmask-33","Hash Table-425,Math-346,Greedy-281,Binary Search-207,Depth-First Search-207,Breadth-First Search-178,Tree-158,Bit Manipulation-154","Array-1239,String-468,Sorting-308,Matrix-164,Two Pointers-152,Stack-117,Simulation-106,Enumeration-58"
3048,"280,118",Pritam Bhattacharya,"Python3_223,MySQL_32,Pandas_15",179.0,97.3,87.0,83.9,7.0,55.3,668,"Minimum Operations to Make a Special Number,Remove Digit From Number to Maximize Result,Find All Groups of Farmland,Number of Islands,Smallest String Starting From Leaf,Island Perimeter,Add One Row to Tree,Sum Root to Leaf Numbers,Sum of Left Leaves,Maximum Prime Difference,Latest Time You Can Obtain After Replacing Characters,Largest Rectangle in Histogram,Maximal Rectangle,Minimum Time to Visit Disappearing Nodes,Minimum Rectangles to Cover Points",84.0,"Dynamic Programming-14,Monotonic Stack-6,Divide and Conquer-5,Trie-5,Data Stream-2,Backtracking-2,Union Find-2,Rolling Hash-1","Hash Table-48,Math-44,Database-32,Tree-19,Greedy-19,Depth-First Search-19,Binary Tree-18,Bit Manipulation-17","Array-101,String-65,Two Pointers-36,Sorting-28,Stack-20,Linked List-15,Simulation-13,Queue-7"
3050,"1,909",Lin Sun,"Java_1566,MySQL_38,Python3_3",505.0,99.92,897.0,99.93,202.0,99.6,"7,178","Minimum Number of Operations to Satisfy Conditions,Count the Number of Special Characters II,Count the Number of Special Characters I,Frequency of the Most Frequent Element,Find if Path Exists in Graph,All Possible Full Binary Trees,Find Substring With Given Hash Value,All Divisions With the Highest Score of a Binary Array,Minimum Operations to Make the Array Alternating,Design Bitset,Smallest Value of the Rearranged Number,Removing Minimum Number of Magic Beans,Find All Groups of Farmland,Tallest Billboard,Maximum Split of Positive Even Integers",301.0,"Dynamic Programming-243,Backtracking-56,Union Find-41,Divide and Conquer-31,Monotonic Stack-29,Trie-24,Bitmask-14,Topological Sort-14","Hash Table-331,Math-242,Greedy-186,Depth-First Search-170,Binary Search-140,Tree-139,Breadth-First Search-135,Binary Tree-118","Array-925,String-382,Sorting-229,Matrix-123,Two Pointers-120,Simulation-93,Stack-85,Linked List-54"
